x,y1,y2
1,-0.23080374557472552,-0.4
2,-0.23080374557472552,-0.4
3,-0.22923573615941467,-0.4
4,-0.22923573615941467,-0.4
5,-0.23104440766709233,-0.4
6,-0.23143139983620703,-0.4
7,-0.23143139983620703,-0.4
8,-0.23089626422882203,-0.4
9,-0.23089626422882203,-0.4
10,-0.22417049913867715,-0.4
11,-0.22417049913867715,-0.4
12,-0.20468969602624093,-0.4
13,-0.20468969602624093,-0.4
14,-0.17131578972931424,-0.4
15,-0.17131578972931424,-0.4
16,-0.13507840817868086,-0.4
17,-0.13507840817868086,-0.4
18,-0.0936329746272674,-0.4
19,-0.0936329746272674,-0.4
20,-0.051739893849852864,-0.34928032149404076
21,-0.021751176502481706,-0.2630916004874243
22,-0.021751176502481706,-0.2671780310472855
23,0.010565259051927192,-0.168084639653742
24,0.010565259051927192,-0.17078802025658651
25,0.04225530111263075,-0.07202062691580918
26,0.04225530111263075,-0.073076866066248
27,0.07414914928316137,0.027906828318028494
28,0.07414914928316137,0.028424900965133504
29,0.09860650537885092,0.10795016232592916
30,0.11078617792693611,0.14819173688436682
31,0.11078617792693611,0.1525130785259051
32,0.11223997517836125,0.1625591589016698
33,0.11223997517836125,0.16802577793544538
34,0.11027984688150631,0.16756137897411316
35,0.11027984688150631,0.17327138414787396
36,0.10881251396109039,0.17423664443865994
37,0.10881251396109039,0.17982400342875607
38,0.10919053870195088,0.1864365058234781
39,0.10919053870195088,0.1918582302844896
40,0.11080347263282937,0.2023178524053105
41,0.10947912927243357,0.20359126822663712
42,0.10947912927243357,0.20919765902629836
43,0.11004855635886694,0.2164368394578635
44,0.11004855635886694,0.2218823245671635
45,0.11011681021657248,0.227596339343994
46,0.11011681021657248,0.23309535446905205
47,0.10974510124289495,0.23744889716148038
48,0.10974510124289495,0.2429733231209929
49,0.11044784976590115,0.25063909860445677
50,0.11044784976590115,0.2560912162404513
51,0.11003886625844485,0.2603457598556318
52,0.11003886625844485,0.26588860151929966
53,0.10960960082074868,0.27005982197536377
54,0.1096020735572688,0.2755598940433832
55,0.1096020735572688,0.28104075044759463
56,0.10464418437875549,0.2711513976720668
57,0.10464418437875549,0.2768793958088559
58,0.08736836728236093,0.22855657202897056
59,0.08736836728236093,0.23465257210272808
60,0.06288858476991575,0.16313366467826607
61,0.06288858476991575,0.16872607216800636
62,0.03388602112120216,0.08196255409549003
63,0.03388602112120216,0.0865571115164215
64,0.009647435987214945,0.013111798657121228
65,-0.004639930253922661,-0.028272806377645877
66,-0.004639930253922661,-0.02707606626622825
67,-0.011472185453783298,-0.04848805389849236
68,-0.011472185453783298,-0.04837843765119546
69,-0.00919100718270921,-0.04188039428355495
70,-0.00919100718270921,-0.04256806246979782
71,-0.007768116813858986,-0.03861665268549759
72,-0.007768116813858986,-0.03914734756307556
73,-0.009094889089707792,-0.04364874745889981
74,-0.009094889089707792,-0.043970814685800316
75,-0.007370974364764485,-0.03908142349296145
76,-0.00647092727446609,-0.03683221770376899
77,-0.00647092727446609,-0.03724576877652213
78,-0.006860880545736012,-0.03877817028118219
79,-0.006860880545736012,-0.039082218981341996
80,-0.008756635903583707,-0.045302104617956654
81,-0.008756635903583707,-0.04555036087735107
82,-0.006494802948454739,-0.03897651051163046
83,-0.006494802948454739,-0.039527433954566094
84,-0.006668420584042087,-0.040390388772309604
85,-0.007642639995905129,-0.04372652821472841
86,-0.007642639995905129,-0.04401123827333736
87,-0.008845758723921543,-0.0481230383299835
88,-0.008845758723921543,-0.048445014393377936
89,-0.008654083836752313,-0.048293110179349404
90,-0.008654083836752313,-0.04874498185990394
91,-0.007749586606356676,-0.04637374463751508
92,-0.008228245176533686,-0.04833551525842121
93,-0.008228245176533686,-0.04869906166023019
94,-0.007938470150809951,-0.0482121713393133
95,-0.007938470150809951,-0.04863807234942617
96,-0.00799935686935091,-0.04922374468444364
97,-0.00799935686935091,-0.04961762385605709
98,-0.008389647469360606,-0.0512274925595547
99,-0.008389647469360606,-0.051607945873021754
100,-0.007185014643681958,-0.04829306648688598
101,-0.007185014643681958,-0.04877278050163794
102,-0.008270743326492469,-0.05249779015053462
103,-0.007698317882884234,-0.05102823557339266
104,-0.007698317882884234,-0.051470394011897694
105,-0.008124858220020126,-0.053177584951163176
106,-0.008124858220020126,-0.05354117382845058
107,-0.008630498731239486,-0.05551490232423161
108,-0.008630498731239486,-0.055895863209671645
109,-0.00775668358594836,-0.053618561195831124
110,-0.00775668358594836,-0.05409377688965766
111,-0.007714602486708411,-0.05435115966131124
112,-0.007662848273664577,-0.05458065983513477
113,-0.007662848273664577,-0.05496897767012238
114,-0.009020666259136945,-0.05956135583876995
115,-0.009020666259136945,-0.05987660735317956
116,-0.007215474945381439,-0.054731547593494335
117,-0.007215474945381439,-0.055272840472138964
118,-0.0066899493715252,-0.0540044849404537
119,-0.0066899493715252,-0.05439153496641558
120,-0.007452009310096125,-0.057088418244561706
121,-0.007614760817831731,-0.05788934239018981
122,-0.007614760817831731,-0.05825380528030783
123,-0.007534429691547953,-0.05838551682971971
124,-0.007534429691547953,-0.05877027142692548
125,-0.00798145888757626,-0.060532783419190626
126,-0.00798145888757626,-0.060887153443966606
127,-0.007586395935444093,-0.06006153123673571
128,-0.007586395935444093,-0.06048035732872113
129,-0.008473586859621629,-0.06360996899044369
130,-0.00819234441334142,-0.06307307765753838
131,-0.00819234441334142,-0.06351081912283346
132,-0.007522960242108315,-0.06184534541267791
133,-0.007522960242108315,-0.06228843184190663
134,-0.009337647831297882,-0.06829011138049972
135,-0.009337647831297882,-0.06857552501314565
136,-0.00787149569810075,-0.06449733579179942
137,-0.00787149569810075,-0.06503752579002417
138,-0.007736990230992669,-0.06501413362689415
139,-0.007683380564642295,-0.06524824371946845
140,-0.007683380564642295,-0.0656377737143356
141,-0.008019780238192276,-0.06706478173057268
142,-0.008019780238192276,-0.06743213077512727
143,-0.008279703918844361,-0.06863888319705835
144,-0.008279703918844361,-0.06902687602493537
145,-0.007495427792170245,-0.06700960522818783
146,-0.007495427792170245,-0.06746280423046375
147,-0.008117326274814138,-0.06976546091626834
148,-0.007670202783889468,-0.06872305455987816
149,-0.007670202783889468,-0.06915127704816511
150,-0.007917826277186651,-0.07030242001658085
151,-0.007917826277186651,-0.07067354898111047
152,-0.008260170291833291,-0.07213070674037438
153,-0.008260170291833291,-0.07250948085350137
154,-0.0067359587585970465,-0.06819743361506067
155,-0.0067359587585970465,-0.06868665270631416
156,-0.007073856153643809,-0.07007093256888897
157,-0.008217532347545867,-0.07393623183816286
158,-0.008217532347545867,-0.07423274083614995
159,-0.0076411234584591176,-0.07285674989735831
160,-0.0076411234584591176,-0.07329644695918995
161,-0.007313430714131611,-0.07266265562469762
